The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times. In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.


freq	w1	w2	w3
12	certainly	the	last
12	certainly	,	to
12	certainly	have	seen
12	certainly	hope	that
12	certainly	.	There
12	certainly	,	than
11	certainly	interested	in
11	certainly	hope	that
11	certainly	entitled	to
11	certainly	a	step
11	certainly	here	in
11	certainly	we	can
11	certainly	you	can
11	certainly	not	someone
11	certainly	hope	he
11	certainly	entitled	to
11	certainly	not	one
11	certainly	good	news
11	certainly	--	it
11	certainly	at	least
11	certainly	helps	to
11	certainly	have	,
11	certainly	are	going
11	certainly	not	good
11	certainly	did	a
11	certainly	play	a
11	certainly	a	different
11	certainly	from	a
11	certainly	take	a
11	certainly	one	way
11	certainly	worth	the
11	certainly	know	the
11	certainly	.	You
11	certainly	before	the
11	certainly	help	the
11	certainly	knew	what
11	certainly	something	I
11	certainly	is	possible
11	certainly	at	this
11	certainly	think	so
11	certainly	appreciate	your
11	certainly	I	was
11	certainly	say	that
10	certainly	think	that
10	certainly	not	being
10	certainly	did	have
10	certainly	aware	that
10	certainly	suggests	that
10	certainly	a	sense
10	certainly	there	were
10	certainly	has	some
10	certainly	have	an
10	certainly	have	some
10	certainly	the	worst
10	certainly	when	I
10	certainly	would	want
10	certainly	.	They
10	certainly	is	what
10	certainly	affect	the
10	certainly	about	the
10	certainly	have	the
10	certainly	understand	the
10	certainly	makes	the
10	certainly	appreciate	the
10	certainly	when	you
10	certainly	tell	you
10	certainly	we	would
10	certainly	think	they
10	certainly	no	longer
10	certainly	had	been
10	certainly	right	about
10	certainly	talk	about
10	certainly	can	do
10	certainly	looking	at
10	certainly	know	,
10	certainly	looked	like
10	certainly	,	on
10	certainly	a	question
10	certainly	good	for
10	certainly	,	no
10	certainly	no	more
10	certainly	have	their
10	certainly	seemed	to
10	certainly	made	it
10	certainly	up	to
10	certainly	could	use
10	certainly	because	of
10	certainly	not	as
10	certainly	the	end
10	certainly	I	'm
10	certainly	--	certainly
10	certainly	has	that
10	certainly	knew	how
10	certainly	he	's
10	certainly	has	changed
10	certainly	does	seem
10	certainly	the	hope
10	certainly	they	can
10	certainly	wants	to
10	certainly	result	in
10	certainly	more	than
739	common	sense	.
579	common	in	the
425	common	sense	,
310	common	.	<p>
285	common	sense	and
258	common	good	.
257	common	ground	.
192	common	,	and
188	common	to	all
186	common	cause	of
164	common	form	of
145	common	to	the
143	common	type	of
130	common	ground	,
125	common	,	but
119	common	set	of
116	common	good	,
112	common	.	The
110	common	at	$
106	common	practice	in
94	common	.	"
94	common	ground	with
90	common	law	,
89	common	knowledge	that
87	common	man	.
82	common	interest	in
79	common	cold	.
77	common	cause	with
75	common	goal	.
74	common	denominator	.
73	common	sense	to
71	common	language	,
71	common	ground	between
70	common	types	of
69	common	good	of
69	common	feature	of
69	common	denominator	of
67	common	sense	of
67	common	,	"
67	common	denominator	,
66	common	law	.
65	common	interests	.
65	common	practice	of
64	common	ground	on
63	common	knowledge	.
62	common	people	.
62	common	throughout	the
62	common	among	the
61	common	for	the
61	common	causes	of
61	common	.	In
60	common	to	see
59	common	practice	for
58	common	language	.
57	common	sense	in
57	common	cold	,
56	common	people	,
56	common	ground	in
56	common	goals	.
55	common	between	$
54	common	goal	of
54	common	understanding	of
53	common	stock	.
52	common	ground	for
52	common	sense	is
50	common	in	women
50	common	forms	of
50	common	man	,
50	common	to	many
49	common	for	a
49	common	enemy	.
48	common	reason	for
48	common	practice	,
48	common	.	It
47	common	to	most
47	common	culture	,
47	common	source	of
46	common	cause	.
46	common	sense	"
46	common	good	and
46	common	enemy	,
45	common	interests	,
45	common	currency	,
45	common	practice	.
45	common	law	of
45	common	on	the
45	common	.	But
45	common	at	the
45	common	during	the
44	common	sense	that
44	common	problem	in
44	common	ground	and
43	common	,	the
42	common	knowledge	,
41	common	to	find
41	common	to	both
40	common	ancestor	of
40	common	experience	of
40	common	purpose	.
40	common	theme	in
40	common	interests	and
39	common	way	to
39	common	stock	,
39	common	in	many
39	common	humanity	.
38	common	problem	.
38	common	practice	among
38	common	sight	in
37	common	denominator	in
37	common	goal	,
37	common	in	this
36	common	.	They
36	common	problem	,
36	common	sense	to
36	common	language	and
36	common	problems	.
36	common	way	of
35	common	use	of
35	common	sense	?
35	common	in	our
35	common	thread	in
35	common	sense	would
34	common	practice	to
34	common	in	children
32	common	theme	of
32	common	ancestor	.
32	common	.	And
32	common	market	,
32	common	.	I
32	common	knowledge	in
31	common	goals	,
31	common	occurrence	in
31	common	name	,
31	common	denominator	is
30	common	mistake	is
30	common	goals	and
30	common	interest	,
30	common	to	hear
30	common	sense	:
30	common	market	.
30	common	occurrence	.
29	common	interest	.
29	common	,	especially
29	common	sense	tells
29	common	cause	,
28	common	values	and
28	common	values	,
28	common	problem	for
28	common	characteristics	of
28	common	core	of
28	common	sources	of
28	common	element	of
28	common	to	a
28	common	is	the
28	common	,	as
27	common	belief	that
27	common	means	of
27	common	heritage	of
26	common	ground	of
26	common	name	.
26	common	response	to
26	common	problems	,
26	common	than	the
26	common	as	the
25	common	ground	is
25	common	good	is
25	common	than	you
25	common	among	women
25	common	European	currency
25	common	in	patients
25	common	law	and
25	common	knowledge	that
25	common	characteristics	.
25	common	concern	.
25	common	touch	.
25	common	goal	:
25	common	room	,
25	common	view	of
25	common	kind	of
25	common	thread	of
25	common	in	a
24	common	characteristic	of
24	common	side	effect
24	common	culture	.
24	common	room	.
24	common	life	.
24	common	bond	.
24	common	element	in
24	common	response	was
24	common	denominator	among
24	common	to	have
23	common	with	the
23	common	thread	is
23	common	in	other
23	common	in	American
23	common	interests	in
23	common	future	.
23	common	experience	.
23	common	vision	of
23	common	features	of
22	common	measure	of
22	common	foreign	policy
22	common	theme	.
22	common	one	.
22	common	experience	,
22	common	culture	and
22	common	,	it
22	common	approach	to
22	common	purpose	,
22	common	,	even
21	common	.	We
21	common	as	it
21	common	problems	and
21	common	humanity	,
21	common	.	This
21	common	ground	"
21	common	denominator	for
21	common	method	of
21	common	in	Europe
20	common	symptom	of
20	common	currency	for
20	common	of	all
20	common	theme	:
20	common	people	and
20	common	history	,
20	common	thread	that
20	common	ancestor	,
20	common	ground	to
20	common	is	it
20	common	these	days
20	common	knowledge	among
20	common	for	people
20	common	,	however
20	common	in	most
19	common	problem	is
19	common	of	the
19	common	across	the
19	common	problem	with
19	common	human	experience
19	common	bond	,
19	common	enough	to
19	common	external	tariff
19	common	among	those
19	common	theme	,
19	common	themes	.
19	common	language	for
19	common	areas	of
19	common	area	of
19	common	center	of
19	common	is	a
18	common	symptoms	of
18	common	point	of
18	common	people	of
18	common	site	of
18	common	reasons	for
18	common	misconception	about
18	common	shares	.
18	common	thread	,
18	common	,	or
18	common	foreign	and
18	common	enough	in
18	common	purpose	and
18	common	among	people
18	common	side	effects
18	common	sense	will
18	common	in	men
18	common	in	some
18	common	,	they
17	common	it	is
17	common	and	the
17	common	thread	among
17	common	of	these
17	common	than	in
17	common	themes	in
17	common	man	"
17	common	thread	.
17	common	sense	--
17	common	areas	.
17	common	elements	.
17	common	values	.
17	common	sight	.
17	common	explanation	for
17	common	sites	of
17	common	as	a
17	common	complication	of
16	common	complaint	of
16	common	property	of
16	common	property	resources
16	common	pattern	of
16	common	frame	of
16	common	elements	of
16	common	criticism	of
16	common	basis	for
16	common	sense	or
16	common	decency	.
16	common	mistake	.
16	common	criminals	.
16	common	use	.
16	common	characteristics	,
16	common	sense	on
16	common	thread	:
16	common	,	in
16	common	vision	and
16	common	in	those
16	common	effort	to
16	common	ingredient	in
16	common	defense	,
16	common	belief	that
16	common	are	the
16	common	sense	suggests
16	common	for	women
16	common	theme	is
15	common	along	the
15	common	ground	that
15	common	complaint	among
15	common	reaction	to
15	common	interest	to
15	common	occurrence	,
15	common	in	people
15	common	shares	,
15	common	ground	:
15	common	sense	for
15	common	part	of
15	common	stock	of
15	common	sense	at
15	common	problems	of
15	common	interests	of
15	common	,	says
14	common	problem	of
14	common	mistake	of
14	common	experiences	of
14	common	definition	of
14	common	bond	of
14	common	name	for
14	common	ground	?
14	common	law	principles
14	common	denominator	:
14	common	sight	on
14	common	today	.
14	common	in	older
14	common	and	often
14	common	vision	.
14	common	)	.
14	common	history	.
14	common	belief	,
14	common	to	other
14	common	to	both
14	common	one	,
14	common	ground	among
14	common	theme	among
14	common	usage	,
14	common	sense	that
14	common	misconception	that
14	common	species	,
14	common	one	in
14	common	.	That
14	common	.	These
14	common	denominator	and
14	common	interest	and
14	common	law	in
14	common	factor	in
14	common	humanity	and
14	common	--	and
14	common	themes	and
14	common	assumption	that
14	common	is	this
14	common	health	problems
13	common	,	with
13	common	semantic	infrastructure
13	common	people	who
13	common	.	You
13	common	response	is
13	common	as	the
13	common	cancer	in
13	common	feature	in
13	common	life	,
13	common	currency	and
13	common	,	though
13	common	sense	can
13	common	in	these
13	common	elements	in
13	common	cold	and
13	common	folk	,
13	common	ground	that
13	common	consent	,
13	common	property	,
13	common	method	variance
13	common	destiny	.
13	common	.	One
13	common	assumptions	about
13	common	denominator	"
13	common	,	because
13	common	experience	for
13	common	stock	for
13	common	sense	;
13	common	,	particularly
13	common	perception	of
13	common	example	of
13	common	name	of
13	common	goals	of
13	common	language	of
13	common	,	everyday
13	common	ground	here
12	common	occurrence	of
12	common	sense	dictates
12	common	body	of
12	common	interest	of
12	common	result	of
12	common	currency	of
12	common	thread	running
12	common	in	rural
12	common	good	?
12	common	themes	,
12	common	sense	approach
12	common	characteristics	:
12	common	term	for
12	common	good.	(
12	common	understanding	.
12	common	heritage	.
12	common	traits	.
12	common	folk	.
12	common	grave	.
12	common	response	.
12	common	identity	.
12	common	thing	.
12	common	threads	.
12	common	concerns	,
12	common	concern	,
12	common	border	,
12	common	type	,
12	common	now	,
12	common	vision	,
12	common	commitment	to
12	common	planning	time
12	common	problem	that
12	common	man	in
12	common	.	There
12	common	stock	and
12	common	)	,
12	common	,	including
12	common	example	is
12	common	name	is
12	common	,	is
12	common	misconception	is
12	common	cold	virus
12	common	of	which
11	common	in	recent
11	common	in	young
11	common	among	young
11	common	view	that
11	common	misconception	that
11	common	,	you
11	common	view	is
11	common	wisdom	is
11	common	than	most
11	common	that	they
11	common	.	By
11	common	cause	and
11	common	identity	and
11	common	,	if
11	common	cause	in
11	common	sense	than
11	common	elsewhere	in
11	common	in	such
11	common	good	in
11	common	life	and
11	common	desire	to
11	common	than	it
11	common	concerns	and
11	common	market	and
11	common	law	system
11	common	phrase	,
11	common	diseases	,
11	common	criminal	,
11	common	problem	among
11	common	criminals	,
11	common	here	,
11	common	.	What
11	common	among	men
11	common	and	widespread
11	common	than	we
11	common	sense	when
11	common	courtesy	.
11	common	criminal	.
11	common	currency	.
11	common	ancestry	.
11	common	experiences	.
11	common	here	.
11	common	ones	.
11	common	thing	,
11	common	concern	for
11	common	thing	for
11	common	strategy	for
11	common	.	For
11	common	stock	at
11	common	in	both
11	common	to	both
11	common	but	differentiated
11	common	image	of
11	common	mode	of
11	common	trait	of
11	common	for	children
11	common	,	he
10	common	among	children
10	common	thread	here
10	common	man	's
10	common	purpose	of
10	common	sense	explanation
10	common	room	of
10	common	run	of
10	common	themes	of
10	common	.	Although
10	common	methods	of
10	common	sort	of
10	common	surgical	procedure
10	common	to	be
10	common	method	for
10	common	cold	?
10	common	cause	against
10	common	to	every
10	common	in	New
10	common	:	"
10	common	good	"
10	common	injuries	:
10	common	purpose	:
10	common	concerns	.
10	common	myths	about
10	common	misconception	.
10	common	human	nature
10	common	in	Africa
10	common	form	.
10	common	features	.
10	common	defense	.
10	common	name	)
10	common	law	)
10	common	stocks	.
10	common	in	boys
10	common	today	,
10	common	cause	variation
10	common	for	men
10	common	and	most
10	common	ground	when
10	common	mistake	people
10	common	school	,
10	common	elements	,
10	common	situation	,
10	common	origin	,
10	common	knowledge	to
10	common	cold	to
10	common	features	,
10	common	ancestry	,
10	common	belief	in
10	common	area	,
10	common	problems	in
10	common	that	it
10	common	areas	and
10	common	phenomenon	in
10	common	words	in
10	common	finding	in
10	common	words	,
10	common	wisdom	,
10	common	in	that
10	common	sense	has
10	common	than	they
10	common	in	Washington
10	common	law	is
10	common	assumption	is
10	common	notion	that
10	common	problems	that
10	common	perception	that
10	common	and	that
10	common	.	However
10	common	life	with
10	common	and	scientific
10	common	to	this
10	common	for	an
1279	plan	.	<p>
698	plan	.	"
657	plan	,	and
558	plan	.	The
493	plan	was	to
492	plan	for	the
461	plan	,	the
457	plan	,	which
424	plan	is	to
375	plan	,	"
